22 12 13
70 94 1
63 97 6
2 63 17
84 92 74
69 60 69
40 54 41
57 2 43
3 28 45
38 16 24
52 6 76
81 95 39
30 34 71
41 37 36
99 99 33
44 10 31
11 43 79
83 82 30
75 52 26
86 30 97
64 51 75
58 87 33
33 45 84
26 11 94
27 68 25
15 10 48
56 69 76
36 88 1
32 45 34
79 62 53
93 97 44
47 54 86
27 62 65
34 58 1
41 27 43
15 20 25
99 86 71
76 61 57
6 66 21
87 84 53
87 21 3
77 20 83
39 78 75
59 33 41
23 29 47
35 99 11
51 7 60
21 12 9
37 36 99
25 79 89
8 37 4
84 39 50
10 24 87
72 90 78
5 73 54
39 85 90
58 86 95
50 36 81
76 29 37
55 86 50
63 98 53
87 28 77
37 10 13
4 58 56
11 35 58
56 55 19
14 4 6
2 78 82
91 34 43
84 87 29
38 37 69
18 91 3
44 56 72
4 7 26
74 40 37
49 77 6
91 75 89
39 46 1
41 62 33
20 63 20
71 10 5
47 75 88
99 10 78
53 2 71
83 69 75
72 45 44
67 54 12
59 76 32
72 81 29
7 83 16
21 48 52
86 52 44
92 13 51
94 7 78
51 31 98
24 78 73
7 3 19
100 42 31
55 50 85
33 76 66
41 51 31
1 14 67
63 21 43
23 37 91
61 40 7
7 52 14
43 45 50
84 73 3
42 73 26
93 51 14
83 42 82
28 3 3
31 20 98
96 94 86
60 5 95
11 56 83
51 21 59
27 20 21
4 31 100
74 69 60
58 93 24
77 46 71
36 53 80
15 99 40
33 37 54
90 15 37
76 79 35
21 75 32
37 62 66
99 84 15
6 91 10
28 84 75
99 22 32
85 45 68
87 48 65
75 97 94
92 81 88
84 85 81
82 34 69
1 36 74
60 85 40
74 23 28
23 92 18
78 50 78
14 68 75
43 65 48
62 57 43
25 47 47
51 39 2
53 52 98
98 54 18
60 85 63
8 63 59
68 16 45
31 73 24
17 8 52
70 86 26
61 35 62
38 49 90
75 17 76
6 44 22
97 43 67
28 58 45
73 71 94
87 61 28
90 18 12
37 28 51
95 59 22
3 96 86
26 37 4
17 97 84
67 13 100
67 43 72
45 66 48
9 19 50
11 65 99
100 24 76
69 55 63
62 49 44
46 88 47
93 8 20
72 93 60
46 78 54
58 35 72
10 11 54
38 8 45
56 15 93
37 23 90
63 87 43
64 60 77
63 65 86
18 36 70
17 54 39
57 11 73
98 16 28
15 15 38
28 63 86
61 25 44
57 77 82
9 86 63
85 78 48
81 74 96
81 40 18
87 2 44
83 21 4
14 19 22
12 77 47
64 72 6
28 68 64
100 38 59
22 61 19
75 2 9
7 79 17
79 96 25
33 13 66
54 25 14
22 55 94
58 55 28
70 97 43
54 18 77
46 100 66
59 30 39
68 96 6
86 3 45
53 45 38
37 28 78
46 47 29
63 26 80
46 1 37
64 79 42
22 55 40
16 86 56
65 68 43
61 98 69
47 27 2
19 56 93
75 66 16
18 39 32
94 44 75
81 38 14
100 30 23
51 38 18
79 71 36
6 95 42
47 12 12
67 62 68
64 80 15
98 23 11
97 29 48
97 8 51
46 93 24
94 65 93
58 31 100
61 90 36
46 47 56
43 57 60
61 14 16
95 25 70
93 67 54
2 2 27
30 58 59
46 11 73
10 88 46
98 11 88
42 63 46
31 10 97
75 98 38
8 33 65
79 66 33
55 89 71
34 61 56
59 91 48
13 37 55
50 70 48
70 18 49
47 45 62
40 56 31
95 98 8
62 53 86
88 33 49
69 52 26
33 86 18
45 30 53
4 58 22
89 13 94
6 97 87
70 89 18
68 14 91
10 81 4
43 77 90
89 28 88
